752,Lane Thomas
753,Elias Díaz
754,Matt Kemp
755,Willi Castro
756,Donovan Solano
757,Dom Nuñez
758,Michael Brosseau
759,Jordy Mercer
760,Chris Iannetta
761,Ildemaro Vargas
762,Roman Quinn
763,Brad Miller
764,Tim Beckham
765,Yairo Muñoz
766,Robbie Grossman
767,Orlando Arcia
768,Guillermo Heredia
769,Magneuris Sierra
770,Billy McKinney
771,Zack Cozart
772,Harold Ramirez
773,Michael A,Taylor
774,Josh Harrison
775,Anthony Alford
776,Brett Phillips
777,Adolis García
778,Sam Travis
779,Adeiny Hechavarría
780,Ty France
781,Isaac Paredes
782,Wilmer Difo
783,Tyler Wade
784,Jake Cave
785,Ben Gamel
786,Jaylin Davis
787,Hernán Pérez
788,Christian Arroyo
789,Travis Jankowski
790,Jacoby Ellsbury
791,Tony Kemp
792,Seth Brown
793,Danny Mendick
794,Brandon Dixon
795,Dylan Moore
796,Harold Castro
797,Matt Thaiss
798,John Hicks
799,Luis Rengifo
800,Nick Gordon
